age,workclass,education,Education-num,occupation,race,sex,Hours-per-week,wage
68, Private, HS-grad,9, Sales, White, Female,40, <=50K
17,, 12th,8,, White, Female,40, <=50K
30,, Some-college,10,, White, Male,40, <=50K
56, Private, HS-grad,9, Other-service, White, Female,10, <=50K
31, Private, Bachelors,13, Exec-managerial, White, Female,50, >50K
26, Private, HS-grad,9, Craft-repair, White, Male,20, <=50K
19, Private, HS-grad,9, Adm-clerical, White, Male,40, <=50K
32, Federal-gov, Some-college,10, Adm-clerical, White, Female,40, <=50K
30, Private, Assoc-voc,11, Prof-specialty, White, Female,36, <=50K
34, Private, HS-grad,9, Transport-moving, White, Male,40, <=50K
56, Private, 7th-8th,4, Machine-op-inspct, White, Female,20, <=50K
41, State-gov, Masters,14, Prof-specialty, White, Female,35, <=50K
65, Private, Assoc-voc,11, Exec-managerial, White, Female,40, <=50K
34, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
31, Private, Bachelors,13, Tech-support, White, Male,43, >50K
27, Private, Bachelors,13, Exec-managerial, Black, Female,45, >50K
36, Private, Masters,14, Prof-specialty, White, Male,50, >50K
36, Private, HS-grad,9, Transport-moving, White, Male,50, <=50K
38, Federal-gov, HS-grad,9, Prof-specialty, White, Female,40, <=50K
20, Private, HS-grad,9, Protective-serv, White, Male,40, <=50K
20, Private, Some-college,10, Other-service, White, Female,35, <=50K
18, Private, Some-college,10, Handlers-cleaners, Other, Male,30, <=50K
40, Private, Some-college,10, Prof-specialty, White, Male,40, >50K
39, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
22, Private, Some-college,10, Handlers-cleaners, White, Female,30, <=50K
46, Local-gov, Masters,14, Exec-managerial, White, Male,50, >50K
24, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
32, Private, HS-grad,9, Handlers-cleaners, Asian-Pac-Islander, Female,60, <=50K
39, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
64, Private, Some-college,10, Exec-managerial, White, Female,35, <=50K
43, Private, Bachelors,13, Craft-repair, White, Male,48, >50K
26, Private, Bachelors,13, Prof-specialty, White, Female,20, <=50K
67, Self-emp-inc, Masters,14, Sales, White, Male,48, >50K
27, Private, Prof-school,15, Adm-clerical, White, Male,40, <=50K
40, Private, Assoc-voc,11, Tech-support, White, Male,40, <=50K
22,, Some-college,10,, White, Female,35, <=50K
23, Private, Bachelors,13, Adm-clerical, White, Female,40, <=50K
36, Local-gov, Some-college,10, Protective-serv, White, Male,57, >50K
19, Private, Some-college,10, Sales, White, Female,35, <=50K
59, Local-gov, Assoc-acdm,12, Prof-specialty, White, Female,50, <=50K
34, Self-emp-not-inc, HS-grad,9, Sales, White, Male,60, >50K
51, Private, Some-college,10, Sales, White, Male,40, <=50K
24, Private, 11th,7, Handlers-cleaners, White, Male,40, <=50K
32, State-gov, Some-college,10, Adm-clerical, Black, Female,40, <=50K
58, Private, Bachelors,13, Prof-specialty, White, Female,62, <=50K
40, Private, Assoc-acdm,12, Other-service, White, Male,25, <=50K
42, Self-emp-not-inc, Bachelors,13, Sales, White, Male,50, >50K
28, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
25, Private, HS-grad,9, Handlers-cleaners, White, Male,60, <=50K
26, Private, HS-grad,9, Other-service, White, Male,40, <=50K
21, Private, Some-college,10, Adm-clerical, White, Female,40, <=50K
37, Private, 10th,6, Craft-repair, White, Male,40, <=50K
48, Private, HS-grad,9, Sales, White, Female,30, <=50K
38, Private, Bachelors,13, Adm-clerical, White, Female,50, <=50K
55, State-gov, Prof-school,15, Prof-specialty, White, Male,40, >50K
27, Private, Bachelors,13, Tech-support, White, Male,50, <=50K
39, Private, HS-grad,9, Prof-specialty, White, Male,50, >50K
27, Private, Bachelors,13, Exec-managerial, White, Male,45, <=50K
34, Private, HS-grad,9, Other-service, Black, Male,30, <=50K
24, Private, HS-grad,9, Other-service, White, Female,40, <=50K
50, Private, Bachelors,13, Sales, White, Male,35, <=50K
38, Private, Some-college,10, Exec-managerial, White, Male,45, <=50K
19, State-gov, 12th,8, Transport-moving, Black, Male,20, <=50K
35, Private, HS-grad,9, Transport-moving, White, Male,90, >50K
39, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
60, Local-gov, Masters,14, Prof-specialty, White, Female,25, <=50K
40, Local-gov, HS-grad,9, Adm-clerical, White, Female,40, <=50K
46, Self-emp-not-inc, Bachelors,13, Sales, White, Male,40, >50K
35, Private, Assoc-voc,11, Craft-repair, Black, Male,40, <=50K
32, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
52, Federal-gov, Some-college,10, Other-service, White, Male,50, <=50K
36, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
36, Self-emp-not-inc, Doctorate,16, Prof-specialty, White, Male,40, >50K
41, Local-gov, Masters,14, Prof-specialty, White, Male,38, >50K
42, Self-emp-not-inc, Assoc-voc,11, Transport-moving, White, Male,80, >50K
33, State-gov, HS-grad,9, Tech-support, White, Male,40, <=50K
32, Private, HS-grad,9, Machine-op-inspct, Black, Male,40, <=50K
90, Private, HS-grad,9, Other-service, White, Female,24, <=50K
20,, 11th,7,, White, Female,39, <=50K
29, Local-gov, HS-grad,9, Other-service, White, Female,40, <=50K
27, Federal-gov, HS-grad,9, Craft-repair, Black, Male,40, <=50K
38, Self-emp-inc, Bachelors,13, Sales, White, Male,40, >50K
22, Private, Some-college,10, Transport-moving, White, Male,48, >50K
44, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
28, Private, HS-grad,9, Farming-fishing, White, Male,50, <=50K
25, Private, Bachelors,13, Prof-specialty, White, Female,15, <=50K
45, Private, Masters,14, Exec-managerial, White, Male,50, >50K
21, Private, Some-college,10, Sales, Asian-Pac-Islander, Male,30, <=50K
76,, HS-grad,9,, White, Female,25, <=50K
22, Private, Some-college,10, Protective-serv, Black, Female,20, <=50K
20, Private, Some-college,10, Adm-clerical, White, Male,30, <=50K
25, Private, HS-grad,9, Craft-repair, White, Female,40, <=50K
39, Private, Bachelors,13, Tech-support, White, Male,40, >50K
41, Private, Some-college,10, Adm-clerical, White, Male,46, >50K
55, Private, Bachelors,13, Craft-repair, White, Female,55, <=50K
36, Private, Bachelors,13, Other-service, White, Female,40, <=50K
53, State-gov, HS-grad,9, Adm-clerical, White, Male,35, >50K
20, Private, HS-grad,9, Handlers-cleaners, White, Male,40, <=50K
42, Private, HS-grad,9, Other-service, White, Male,40, <=50K
53, Local-gov, Some-college,10, Adm-clerical, White, Female,40, <=50K
25, Private, Bachelors,13, Prof-specialty, White, Male,40, <=50K
38, Self-emp-not-inc, Masters,14, Prof-specialty, Black, Male,60, >50K
47, Private, HS-grad,9, Transport-moving, White, Male,50, <=50K
31, Private, Assoc-voc,11, Exec-managerial, White, Male,40, <=50K
39, Private, Prof-school,15, Prof-specialty, White, Female,35, >50K
73, Self-emp-not-inc, 12th,8, Farming-fishing, White, Male,18, <=50K
44, Self-emp-not-inc, HS-grad,9, Sales, White, Female,40, >50K
27, Local-gov, Bachelors,13, Prof-specialty, White, Female,60, <=50K
38, Private, Some-college,10, Other-service, White, Female,40, <=50K
44, Local-gov, Masters,14, Prof-specialty, White, Female,40, <=50K
39, Private, Some-college,10, Other-service, White, Female,15, <=50K
23, Private, Some-college,10, Exec-managerial, White, Male,50, <=50K
34, Private, HS-grad,9, Machine-op-inspct, Black, Male,40, <=50K
57, Private, Bachelors,13, Transport-moving, White, Male,40, <=50K
27, Self-emp-inc, HS-grad,9, Adm-clerical, White, Male,38, <=50K
38, Private, Bachelors,13, Exec-managerial, White, Male,50, >50K
37, Private, Masters,14, Exec-managerial, White, Male,40, >50K
32, Private, 11th,7, Handlers-cleaners, White, Male,40, <=50K
29, Private, Bachelors,13, Tech-support, White, Male,40, <=50K
31, Private, Some-college,10, Sales, White, Female,40, <=50K
28, Private, Bachelors,13, Adm-clerical, White, Male,45, <=50K
35,, Some-college,10,, White, Male,10, <=50K
61, Self-emp-not-inc, Some-college,10, Adm-clerical, White, Male,50, >50K
45, Federal-gov, Some-college,10, Prof-specialty, White, Male,56, >50K
43, Local-gov, Masters,14, Prof-specialty, White, Female,40, <=50K
23, Private, Bachelors,13, Exec-managerial, White, Female,40, <=50K
47, Federal-gov, HS-grad,9, Craft-repair, White, Male,40, >50K
26, Private, HS-grad,9, Other-service, White, Female,40, <=50K
43, Private, Some-college,10, Prof-specialty, White, Male,45, <=50K
46, Local-gov, Bachelors,13, Prof-specialty, White, Female,43, <=50K
27, Local-gov, Bachelors,13, Prof-specialty, Other, Female,45, <=50K
25, Private, Bachelors,13, Adm-clerical, White, Female,40, <=50K
28, Private, HS-grad,9, Craft-repair, White, Male,46, <=50K
82, Self-emp-inc, 7th-8th,4, Farming-fishing, White, Male,50, <=50K
37, Private, Prof-school,15, Prof-specialty, White, Male,50, >50K
36, Local-gov, Masters,14, Prof-specialty, White, Female,60, >50K
46, State-gov, Some-college,10, Exec-managerial, White, Male,38, >50K
59, Self-emp-inc, 10th,6, Exec-managerial, White, Female,50, >50K
43, Private, HS-grad,9, Exec-managerial, White, Male,44, <=50K
40, Private, Bachelors,13, Exec-managerial, White, Male,75, >50K
25, Private, Assoc-acdm,12, Adm-clerical, Asian-Pac-Islander, Female,37, >50K
27, Private, HS-grad,9, Adm-clerical, Other, Female,40, <=50K
40, Private, Bachelors,13, Sales, White, Male,40, >50K
22, Local-gov, HS-grad,9, Other-service, White, Female,53, <=50K
47, Private, Some-college,10, Exec-managerial, White, Male,45, <=50K
43, Private, 10th,6, Handlers-cleaners, Black, Male,40, <=50K
55, Private, 10th,6, Transport-moving, Black, Female,35, <=50K
40, Private, HS-grad,9, Other-service, White, Male,60, <=50K
20, Private, HS-grad,9, Handlers-cleaners, White, Male,50, <=50K
39, Private, Bachelors,13, Adm-clerical, White, Male,40, <=50K
52, Private, Assoc-acdm,12, Sales, White, Male,48, >50K
21, Private, HS-grad,9, Machine-op-inspct, White, Male,50, <=50K
37, State-gov, Masters,14, Exec-managerial, White, Male,38, <=50K
51,, Some-college,10,, White, Male,24, <=50K
34, State-gov, Masters,14, Prof-specialty, Black, Female,24, <=50K
42, Private, Masters,14, Sales, White, Male,50, >50K
19, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
42, Self-emp-not-inc, HS-grad,9, Farming-fishing, White, Male,60, <=50K
41, Private, Assoc-voc,11, Sales, White, Male,40, >50K
61,, Doctorate,16,, White, Female,5, <=50K
26, Private, Some-college,10, Farming-fishing, White, Female,65, <=50K
39, Private, Masters,14, Sales, White, Male,45, >50K
23, Private, Bachelors,13, Sales, White, Male,12, <=50K
63, Private, Some-college,10, Prof-specialty, White, Male,40, >50K
35, Private, Masters,14, Sales, White, Female,40, <=50K
61, Private, Masters,14, Prof-specialty, White, Male,40, >50K
51, Private, 10th,6, Other-service, White, Male,40, <=50K
38, Local-gov, Masters,14, Exec-managerial, White, Male,70, >50K
26, Private, Assoc-voc,11, Sales, Black, Male,65, <=50K
37, Private, 11th,7, Transport-moving, White, Male,40, <=50K
58, Private, Assoc-voc,11, Prof-specialty, White, Female,40, <=50K
52, State-gov, Doctorate,16, Prof-specialty, White, Male,40, >50K
30, Private, 10th,6, Craft-repair, White, Male,40, <=50K
25, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
31, Self-emp-not-inc, Bachelors,13, Prof-specialty, White, Male,40, >50K
33, Private, 10th,6, Machine-op-inspct, White, Female,45, <=50K
25,, Assoc-voc,11,, White, Male,90, <=50K
24, Private, Assoc-voc,11, Other-service, White, Female,35, <=50K
35, Private, Masters,14, Prof-specialty, White, Male,45, >50K
37, Private, Prof-school,15, Exec-managerial, White, Male,40, <=50K
67, Private, Masters,14, Other-service, White, Female,40, <=50K
37, Private, Assoc-voc,11, Machine-op-inspct, White, Female,30, <=50K
38, Private, HS-grad,9, Handlers-cleaners, White, Male,30, <=50K
39, Private, Bachelors,13, Adm-clerical, White, Female,40, <=50K
26, Private, Assoc-acdm,12, Prof-specialty, White, Female,36, <=50K
17,, 10th,6,, White, Female,4, <=50K
41, Local-gov, Assoc-voc,11, Craft-repair, White, Female,45, <=50K
26, Private, HS-grad,9, Sales, Black, Female,37, <=50K
28, Private, Assoc-voc,11, Machine-op-inspct, White, Female,42, <=50K
19, Private, HS-grad,9, Sales, White, Male,40, <=50K
21, Private, HS-grad,9, Adm-clerical, Black, Female,40, <=50K
56, Private, HS-grad,9, Exec-managerial, White, Female,40, >50K
33,, Some-college,10,, White, Female,40, >50K
41, Private, Some-college,10, Prof-specialty, Black, Male,4, <=50K
23, Private, HS-grad,9, Machine-op-inspct, White, Female,40, <=50K
19, Private, 1st-4th,2, Handlers-cleaners, White, Male,55, <=50K
23, Private, Some-college,10, Adm-clerical, White, Male,40, <=50K
38, Private, HS-grad,9, Craft-repair, White, Male,50, <=50K
36, Private, HS-grad,9, Exec-managerial, White, Female,40, <=50K
58, State-gov, HS-grad,9, Exec-managerial, White, Male,40, <=50K
46, Private, Some-college,10, Adm-clerical, White, Female,40, <=50K
47, Private, HS-grad,9, Adm-clerical, White, Female,48, <=50K
48, Self-emp-inc, Assoc-voc,11, Craft-repair, White, Male,70, >50K
30, Private, HS-grad,9, Exec-managerial, Black, Male,40, <=50K
55, Private, Some-college,10, Other-service, White, Female,35, <=50K
28, Private, Bachelors,13, Sales, White, Male,40, <=50K
36, State-gov, Bachelors,13, Adm-clerical, White, Female,40, <=50K
28, Private, Bachelors,13, Craft-repair, Black, Male,60, <=50K
34, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
19, Private, HS-grad,9, Sales, Black, Female,30, <=50K
43, Local-gov, Masters,14, Prof-specialty, White, Male,40, <=50K
30, State-gov, Bachelors,13, Prof-specialty, White, Male,35, <=50K
23, State-gov, HS-grad,9, Exec-managerial, White, Male,40, <=50K
19, Private, 11th,7, Craft-repair, White, Male,60, <=50K
31, Private, Some-college,10, Adm-clerical, White, Male,40, <=50K
45, Private, Assoc-voc,11, Exec-managerial, White, Male,50, <=50K
35, Private, Some-college,10, Exec-managerial, White, Male,55, >50K
38, Private, Masters,14, Prof-specialty, White, Male,35, >50K
57, Self-emp-not-inc, Some-college,10, Sales, White, Female,25, >50K
20, Private, Some-college,10, Other-service, White, Female,20, <=50K
24, State-gov, Bachelors,13, Exec-managerial, White, Female,40, <=50K
53, Private, 9th,5, Machine-op-inspct, Black, Male,75, <=50K
19, Private, Some-college,10, Adm-clerical, White, Male,20, <=50K
48, Private, HS-grad,9, Tech-support, Black, Female,33, <=50K
27, Private, HS-grad,9, Exec-managerial, Black, Female,37, <=50K
26,, HS-grad,9,, Black, Female,40, <=50K
26, Local-gov, Some-college,10, Protective-serv, White, Male,55, >50K
23, Private, Bachelors,13, Sales, White, Female,60, <=50K
36, Local-gov, HS-grad,9, Other-service, White, Female,35, <=50K
22, Local-gov, Some-college,10, Prof-specialty, White, Female,21, <=50K
20, Private, Some-college,10, Sales, Asian-Pac-Islander, Male,30, <=50K
42, State-gov, Some-college,10, Exec-managerial, White, Female,40, >50K
44,, 10th,6,, White, Male,40, <=50K
27, Private, HS-grad,9, Farming-fishing, White, Male,40, <=50K
31, Private, Bachelors,13, Prof-specialty, White, Female,40, <=50K
29, State-gov, Some-college,10, Other-service, White, Female,40, <=50K
23, Private, Bachelors,13, Exec-managerial, White, Male,40, <=50K
36, Private, Bachelors,13, Prof-specialty, White, Male,40, >50K
50, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
54, Local-gov, Doctorate,16, Exec-managerial, White, Male,60, >50K
38, Private, HS-grad,9, Other-service, White, Female,70, <=50K
31, Private, Assoc-voc,11, Other-service, White, Female,40, <=50K
41, Private, Assoc-voc,11, Sales, White, Male,40, <=50K
33, Private, HS-grad,9, Exec-managerial, White, Male,50, <=50K
38, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
22, Private, Some-college,10, Adm-clerical, White, Female,16, <=50K
18,, 10th,6,, White, Female,30, <=50K
45, Private, 11th,7, Other-service, White, Female,36, <=50K
39, Private, HS-grad,9, Transport-moving, White, Male,48, >50K
25, Private, Bachelors,13, Exec-managerial, White, Male,40, <=50K
44, Private, Assoc-acdm,12, Prof-specialty, White, Female,40, >50K
26, Private, Some-college,10, Adm-clerical, Asian-Pac-Islander, Male,20, <=50K
45,, Masters,14,, White, Male,40, <=50K
34, Private, HS-grad,9, Prof-specialty, White, Male,40, <=50K
31, Private, HS-grad,9, Exec-managerial, White, Male,60, <=50K
24, Private, Assoc-acdm,12, Sales, White, Female,37, <=50K
50, Private, Some-college,10, Sales, White, Male,40, <=50K
49, Private, Some-college,10, Prof-specialty, White, Male,45, >50K
21, Private, HS-grad,9, Adm-clerical, White, Female,30, <=50K
36, Private, HS-grad,9, Other-service, White, Female,24, <=50K
56, State-gov, Bachelors,13, Prof-specialty, White, Female,38, <=50K
38, Private, HS-grad,9, Adm-clerical, White, Female,60, <=50K
49, Private, HS-grad,9, Sales, White, Male,15, <=50K
52, Private, HS-grad,9, Sales, White, Female,40, <=50K
44, Self-emp-not-inc, HS-grad,9, Transport-moving, White, Male,55, <=50K
34, Private, 11th,7, Machine-op-inspct, White, Male,40, <=50K
37, State-gov, Bachelors,13, Prof-specialty, White, Male,36, >50K
65, Private, Bachelors,13, Other-service, White, Male,20, <=50K
41, Private, Some-college,10, Exec-managerial, White, Male,50, >50K
26, Self-emp-not-inc, HS-grad,9, Craft-repair, White, Male,50, <=50K
37, Private, Bachelors,13, Craft-repair, White, Male,40, <=50K
35, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
48, Private, Bachelors,13, Prof-specialty, Black, Female,40, <=50K
58, Private, Some-college,10, Sales, Black, Male,40, <=50K
45, Private, Assoc-voc,11, Prof-specialty, White, Female,40, >50K
24, Private, HS-grad,9, Craft-repair, White, Male,44, <=50K
42, Private, Bachelors,13, Prof-specialty, White, Female,38, >50K
23, Private, Some-college,10, Tech-support, White, Male,42, <=50K
19,, Some-college,10,, White, Female,40, <=50K
30, Private, Bachelors,13, Exec-managerial, Asian-Pac-Islander, Female,52, <=50K
45, State-gov, Masters,14, Exec-managerial, White, Male,45, <=50K
28, Self-emp-not-inc, Masters,14, Prof-specialty, White, Male,40, <=50K
56, Local-gov, HS-grad,9, Exec-managerial, White, Male,40, <=50K
37, Private, 9th,5, Priv-house-serv, White, Female,30, <=50K
53, Self-emp-not-inc, 10th,6, Craft-repair, White, Male,50, >50K
19, Private, 9th,5, Handlers-cleaners, White, Male,25, <=50K
46, Local-gov, Some-college,10, Protective-serv, White, Male,40, >50K
53, Self-emp-inc, HS-grad,9, Sales, White, Male,40, >50K
40, Private, Some-college,10, Sales, White, Male,60, >50K
19,, HS-grad,9,, White, Female,12, <=50K
20,, HS-grad,9,, White, Male,40, <=50K
25, Private, HS-grad,9, Transport-moving, White, Male,70, <=50K
72, Without-pay, HS-grad,9, Other-service, White, Male,55, <=50K
23, Private, Some-college,10, Sales, White, Female,12, <=50K
35, Private, HS-grad,9, Transport-moving, Black, Male,40, <=50K
55, Private, Masters,14, Exec-managerial, White, Male,40, >50K
55, Local-gov, Masters,14, Prof-specialty, White, Female,45, <=50K
35, Private, Assoc-voc,11, Other-service, White, Female,35, <=50K
59, Private, Some-college,10, Adm-clerical, White, Female,40, >50K
19, Private, HS-grad,9, Handlers-cleaners, White, Male,28, <=50K
34, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
65, Private, Some-college,10, Exec-managerial, White, Female,45, <=50K
51, Private, Bachelors,13, Exec-managerial, White, Male,50, >50K
43, Self-emp-not-inc, Some-college,10, Exec-managerial, White, Male,15, >50K
23, Private, HS-grad,9, Machine-op-inspct, Black, Male,35, <=50K
40, Self-emp-not-inc, Bachelors,13, Adm-clerical, White, Male,40, <=50K
60,, Bachelors,13,, Black, Female,15, <=50K
54, Private, Bachelors,13, Prof-specialty, White, Female,50, <=50K
64, Private, 11th,7, Sales, White, Male,40, <=50K
55, Private, HS-grad,9, Other-service, White, Male,40, <=50K
30, Private, Bachelors,13, Sales, White, Male,40, >50K
49, Private, HS-grad,9, Other-service, Black, Female,40, <=50K
26, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
20, Private, Some-college,10, Other-service, White, Female,24, <=50K
54, Self-emp-not-inc, HS-grad,9, Farming-fishing, White, Male,60, >50K
36, Private, HS-grad,9, Other-service, White, Female,30, <=50K
56, Private, Bachelors,13, Prof-specialty, White, Female,45, <=50K
39, Local-gov, HS-grad,9, Machine-op-inspct, White, Male,38, >50K
41, Private, Some-college,10, Sales, Black, Male,33, <=50K
58, Self-emp-not-inc, 7th-8th,4, Transport-moving, White, Male,40, >50K
35, Private, Bachelors,13, Sales, White, Male,45, >50K
38, Private, HS-grad,9, Exec-managerial, White, Male,44, >50K
29, Private, Bachelors,13, Exec-managerial, White, Male,40, >50K
39, Private, HS-grad,9, Adm-clerical, White, Female,40, >50K
62, Private, Prof-school,15, Prof-specialty, White, Male,30, >50K
37, Private, HS-grad,9, Transport-moving, White, Male,40, >50K
45, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
33, Private, HS-grad,9, Adm-clerical, Black, Male,40, <=50K
44, Private, Assoc-voc,11, Handlers-cleaners, Black, Male,40, <=50K
54, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
45, Private, HS-grad,9, Adm-clerical, White, Female,38, <=50K
31, Private, Some-college,10, Craft-repair, White, Male,40, >50K
70,, Bachelors,13,, White, Male,6, <=50K
53, Local-gov, Masters,14, Prof-specialty, White, Female,35, >50K
42, Self-emp-not-inc, Doctorate,16, Prof-specialty, White, Male,7, <=50K
36, Private, 11th,7, Craft-repair, Black, Female,40, <=50K
44, Private, Assoc-voc,11, Sales, White, Male,45, <=50K
25, Private, HS-grad,9, Sales, White, Male,40, <=50K
52, Private, 7th-8th,4, Priv-house-serv, Black, Female,16, <=50K
37, Private, HS-grad,9, Handlers-cleaners, Amer-Indian-Eskimo, Male,30, <=50K
45, Self-emp-inc, Assoc-acdm,12, Prof-specialty, White, Male,50, >50K
38, Private, Bachelors,13, Prof-specialty, White, Female,32, >50K
33, Federal-gov, Some-college,10, Tech-support, White, Female,40, <=50K
58, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
35, Private, Some-college,10, Adm-clerical, Black, Female,40, <=50K
25, Private, 11th,7, Machine-op-inspct, Black, Male,35, <=50K
29, State-gov, Some-college,10, Adm-clerical, White, Male,20, <=50K
38, Private, HS-grad,9, Other-service, Black, Female,40, <=50K
53, Federal-gov, HS-grad,9, Transport-moving, White, Male,50, <=50K
23, Private, Bachelors,13, Adm-clerical, White, Female,40, <=50K
66,, 11th,7,, White, Male,40, <=50K
34, Private, 11th,7, Craft-repair, White, Male,40, <=50K
19, State-gov, Some-college,10, Other-service, Black, Male,12, <=50K
46, Private, Bachelors,13, Exec-managerial, White, Male,65, >50K
27, Private, HS-grad,9, Transport-moving, White, Male,70, <=50K
41, Private, HS-grad,9, Sales, White, Female,40, <=50K
19, Private, Some-college,10, Adm-clerical, White, Female,25, <=50K
41,, 5th-6th,3,, Other, Male,40, <=50K
47, Private, Some-college,10, Other-service, Black, Female,35, <=50K
31, Private, Bachelors,13, Exec-managerial, White, Female,50, >50K
58, Private, Some-college,10, Exec-managerial, White, Male,40, >50K
57, Federal-gov, Bachelors,13, Prof-specialty, White, Male,40, >50K
71, Federal-gov, HS-grad,9, Exec-managerial, White, Male,9, <=50K
53, Federal-gov, Bachelors,13, Exec-managerial, White, Male,48, >50K
47, Local-gov, Some-college,10, Exec-managerial, White, Male,40, <=50K
36, Private, Some-college,10, Machine-op-inspct, Asian-Pac-Islander, Male,50, >50K
53, State-gov, HS-grad,9, Protective-serv, White, Male,40, <=50K
62, Private, HS-grad,9, Adm-clerical, White, Female,38, <=50K
23, Self-emp-not-inc, Assoc-acdm,12, Craft-repair, White, Male,30, <=50K
36, Private, Assoc-acdm,12, Craft-repair, White, Male,45, <=50K
26, Private, Assoc-acdm,12, Prof-specialty, White, Female,36, <=50K
49, Local-gov, Masters,14, Protective-serv, White, Male,40, >50K
53, Private, 11th,7, Other-service, White, Female,40, <=50K
58, State-gov, 9th,5, Farming-fishing, White, Male,40, <=50K
20, Private, HS-grad,9, Handlers-cleaners, White, Male,45, <=50K
37, State-gov, Some-college,10, Prof-specialty, White, Female,30, <=50K
55, Federal-gov, Bachelors,13, Prof-specialty, White, Female,40, <=50K
49, Private, Prof-school,15, Prof-specialty, White, Female,55, >50K
67,, HS-grad,9,, White, Male,20, <=50K
31, Private, Some-college,10, Other-service, White, Male,40, <=50K
55, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
77,, HS-grad,9,, White, Male,15, <=50K
39, Local-gov, Masters,14, Prof-specialty, White, Male,40, >50K
37, Private, Some-college,10, Tech-support, Amer-Indian-Eskimo, Female,40, <=50K
36, Private, Bachelors,13, Sales, Black, Male,48, <=50K
55, Self-emp-not-inc, Masters,14, Sales, White, Male,55, >50K
41, Local-gov, Masters,14, Prof-specialty, White, Female,60, <=50K
23, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
65, Private, HS-grad,9, Machine-op-inspct, White, Male,10, <=50K
50, Local-gov, Prof-school,15, Exec-managerial, Black, Female,52, >50K
37, Private, HS-grad,9, Other-service, White, Female,30, >50K
49, Local-gov, Bachelors,13, Prof-specialty, Black, Female,40, <=50K
29, Private, Assoc-voc,11, Tech-support, White, Male,40, <=50K
22, Private, HS-grad,9, Adm-clerical, Black, Female,40, <=50K
43, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
48, Self-emp-not-inc, Masters,14, Exec-managerial, White, Male,40, >50K
27, Private, Some-college,10, Sales, White, Female,40, <=50K
59, Private, Bachelors,13, Sales, White, Male,37, >50K
23, Private, Some-college,10, Sales, White, Male,40, <=50K
32, Local-gov, HS-grad,9, Craft-repair, White, Male,40, >50K
67, State-gov, 7th-8th,4, Transport-moving, White, Male,35, <=50K
45, Private, Bachelors,13, Exec-managerial, White, Male,60, >50K
75, Private, Some-college,10, Prof-specialty, White, Female,8, <=50K
51, Self-emp-not-inc, Assoc-acdm,12, Exec-managerial, White, Female,99, <=50K
58, Private, Doctorate,16, Prof-specialty, White, Male,50, >50K
26, Private, Bachelors,13, Prof-specialty, Black, Female,35, <=50K
39, Private, Assoc-acdm,12, Exec-managerial, White, Male,40, <=50K
39, Private, HS-grad,9, Farming-fishing, White, Male,45, <=50K
18, Private, 11th,7, Craft-repair, White, Male,40, <=50K
24, Private, Assoc-acdm,12, Other-service, White, Female,22, <=50K
40, Private, HS-grad,9, Exec-managerial, White, Female,50, <=50K
27, Private, Some-college,10, Adm-clerical, White, Female,40, <=50K
39, Private, HS-grad,9, Transport-moving, White, Male,55, <=50K
37, Private, Prof-school,15, Prof-specialty, White, Male,45, >50K
50, Self-emp-not-inc, HS-grad,9, Prof-specialty, Asian-Pac-Islander, Female,60, <=50K
36, Local-gov, Bachelors,13, Prof-specialty, White, Male,40, <=50K
68, Private, 10th,6, Other-service, Black, Female,20, <=50K
45, Private, Doctorate,16, Prof-specialty, White, Male,30, >50K
50, Private, 5th-6th,3, Handlers-cleaners, White, Male,40, <=50K
48, Private, Prof-school,15, Prof-specialty, White, Male,45, >50K
40,, Some-college,10,, White, Female,30, <=50K
49, Private, Masters,14, Exec-managerial, White, Female,75, <=50K
35, Private, 11th,7, Sales, White, Male,65, <=50K
41, Self-emp-inc, Bachelors,13, Prof-specialty, White, Male,40, >50K
45, Private, Assoc-voc,11, Sales, White, Female,38, <=50K
33, Private, Masters,14, Prof-specialty, White, Male,50, >50K
46, Self-emp-inc, Bachelors,13, Sales, White, Male,55, <=50K
33, Private, Masters,14, Prof-specialty, White, Male,33, >50K
